Id;Date;QuotationId
10476;2017-04-09T00:00:00.000Z;33
10477;2017-04-10T00:00:00.000Z;113
10478;2017-04-12T00:00:00.000Z;133
10479;2017-04-13T00:00:00.000Z;79
10480;2017-04-14T00:00:00.000Z;91
10481;2017-04-15T00:00:00.000Z;111
10482;2017-04-16T00:00:00.000Z;218
10483;2017-04-17T00:00:00.000Z;172
10484;2017-04-18T00:00:00.000Z;84
10485;2017-04-20T00:00:00.000Z;3
10486;2017-04-21T00:00:00.000Z;5
10487;2017-04-22T00:00:00.000Z;152
10488;2017-04-23T00:00:00.000Z;58
10489;2017-04-24T00:00:00.000Z;73
10490;2017-04-27T00:00:00.000Z;22
10491;2017-04-28T00:00:00.000Z;214
10492;2017-04-30T00:00:00.000Z;156
10493;2017-05-01T00:00:00.000Z;173
10494;2017-05-02T00:00:00.000Z;37
10495;2017-05-03T00:00:00.000Z;181
10496;2017-05-04T00:00:00.000Z;52
10497;2017-05-05T00:00:00.000Z;169
10498;2017-05-06T00:00:00.000Z;75
10499;2017-05-07T00:00:00.000Z;100
10500;2017-05-08T00:00:00.000Z;74
10501;2017-05-09T00:00:00.000Z;59
10502;2017-05-10T00:00:00.000Z;51
10503;2017-05-11T00:00:00.000Z;178
10504;2017-05-12T00:00:00.000Z;189
10506;2017-05-13T00:00:00.000Z;56
10508;2017-05-15T00:00:00.000Z;100
10509;2017-05-16T00:00:00.000Z;31
10510;2017-05-17T00:00:00.000Z;3
10511;2017-05-18T00:00:00.000Z;150
10512;2017-05-19T00:00:00.000Z;176
10513;2017-05-20T00:00:00.000Z;146
10514;2017-05-21T00:00:00.000Z;11
10515;2017-05-22T00:00:00.000Z;183
10516;2017-05-23T00:00:00.000Z;206
10517;2017-05-24T00:00:00.000Z;81
10518;2017-05-25T00:00:00.000Z;170
10519;2017-05-26T00:00:00.000Z;65
10520;2017-05-28T00:00:00.000Z;60
10521;2017-05-29T00:00:00.000Z;179
10522;2017-05-30T00:00:00.000Z;144
10523;2017-05-31T00:00:00.000Z;118
10524;2017-06-01T00:00:00.000Z;32
10525;2017-06-02T00:00:00.000Z;131
10526;2017-06-04T00:00:00.000Z;141
10527;2017-06-05T00:00:00.000Z;27
10528;2017-06-06T00:00:00.000Z;143
10529;2017-06-07T00:00:00.000Z;58
10530;2017-06-08T00:00:00.000Z;306
10531;2017-06-09T00:00:00.000Z;214
10532;2017-06-10T00:00:00.000Z;35
10533;2017-06-13T00:00:00.000Z;165
10534;2017-06-14T00:00:00.000Z;166
10535;2017-06-15T00:00:00.000Z;106
10536;2017-06-16T00:00:00.000Z;159
10537;2017-06-17T00:00:00.000Z;15
10538;2017-06-18T00:00:00.000Z;163
10539;2017-06-19T00:00:00.000Z;22
10540;2017-06-20T00:00:00.000Z;11
10541;2017-06-22T00:00:00.000Z;205
10542;2017-06-23T00:00:00.000Z;147
10543;2017-06-24T00:00:00.000Z;157
10544;2017-06-25T00:00:00.000Z;206
10545;2017-06-27T00:00:00.000Z;165
10546;2017-06-28T00:00:00.000Z;165
10547;2017-06-29T00:00:00.000Z;63
10548;2017-06-30T00:00:00.000Z;141
